StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q62,Q73,1,2,Q54,Q52,Q67,Q53,Q69,Q51,3,Q4,Q5,Q6,Q81_1,Q81_2,Q81_3,Q81_4,Q81_5,Q81_6,Q81_7,Q8,Q10,Q7,Q9,Q63,Q37,Q71,Q41,Q12,Q11,Q13,Q14,Q15,Q16,Q63.1,Q17,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_11,Q65_1,Q65_2,Q65_3,Q65_4,Q65_5,Q65_6,Q65_7,Q65_8,Q65_9,Q65_10,Q65_11,Q65_12,Q65_13,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q20_1,Q20_2,Q20_3,Q20_4,Q68,Q68_1,Q68_2,Q68_3,Q68_4,Q69.1,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q79_7,Q79_8,Q79_9,Q79_10,Q79_11,Q79_12,Q79_13,Q26,Q27,Q32#1_1,Q32#1_2,Q32#2_1,Q32#2_2,Q28#1_1,Q28#1_2,Q28#2_1,Q28#2_2,Q34#1_1,Q34#1_2,Q34#2_1,Q34#2_2,Q35_1,Q35_2,Q35_4,Q35_3,Q35_5,Q35_19,Q35_6,Q35_7,Q35_8,Q35_9,Q35_18,Q35_10,Q35_12,Q35_17,Q35_13,Q35_11,Q35_16,Q36#1_1_1,Q36#1_1_2,Q36#1_1_3,Q36#1_2_1,Q36#1_2_2,Q36#1_2_3,Q36#1_3_1,Q36#1_3_2,Q36#1_3_3,Q36#2_1,Q36#2_2,Q36#2_3,Q50#1_1,Q50#1_2,Q50#1_3,Q50#1_4,Q50#1_5,Q50#1_6,Q50#1_7,Q50#1_8,Q50#1_9,Q50#1_10,Q50#1_11,Q50#1_12,Q50#1_13,Q50#1_14,Q50#2_1,Q50#2_2,Q50#2_3,Q50#2_4,Q50#2_5,Q50#2_6,Q50#2_7,Q50#2_8,Q50#2_9,Q50#2_10,Q50#2_11,Q50#2_12,Q50#2_13,Q50#2_14,Q50#3_1,Q50#3_2,Q50#3_3,Q50#3_4,Q50#3_5,Q50#3_6,Q50#3_7,Q50#3_8,Q50#3_9,Q50#3_10,Q50#3_11,Q50#3_12,Q50#3_13,Q50#3_14,Q77_1,Q77_2,Q77_3,Q77_4,Q58#1_1,Q58#1_2,Q58#1_3,Q58#1_4,Q58#1_5,Q58#1_6,Q58#1_7,Q58#2_1,Q58#2_2,Q58#2_3,Q58#2_4,Q58#2_5,Q58#2_6,Q58#2_7,Q60
2019-09-26 12:57:00,9/26/2019 13:21,0,100,1407,1,9/26/2019 13:21,,,,,qr,EN,1,3,2,7,1,1,2,4,4,18.0,2,2,21,1,2,3,2,4,3,4,3,18,2,1,9,1,3,4,3,3,3,4,4,4,3,4,2,4,5,6,6,4,5,3,6,5,5,5,6,6,5,3,3,5,2,3,1,1,1,1,1,2,3,4,1,1,4,4,6,3,5,3,5,3,5,5,4,3,6,3,4,3,1,14,1,5,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,4,2,1,1,1,1,6,7,,,,,,,1,1,1,1,,,,,6,,,,8,,,8,,9,9,8,9,,8,2,,5,4,3,1,2,4,1,2,4,,,,5,2,4,4,1,3,5,4,4,2,4,1,5,5,5,2,4,4,1,3,5,4,4,2,4,1,5,5,,,,,,,,,,,,,,,4,6,6,6,,,,,,1,,,1,,,,,,1
2019-09-19 18:00:00,9/19/2019 18:10,0,43,623,0,9/26/2019 18:11,,,,,anonymous,EN,1,5,2,1,4,1,2,5,4,17.0,1,,24,1,4,4,4,4,3,4,4,18,2,1,24,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-20 12:15:00,9/20/2019 12:35,0,87,1189,0,9/27/2019 12:35,,,,,anonymous,EN,1,6,1,1,1,1,2,9,5,21.0,3,0,19,2,4,1,1,2,3,4,5,21,1,1,19,25,5,5,1,5,5,5,1,5,5,5,1,7,7,7,7,7,7,7,2,6,7,7,7,1,6,5,7,6,1,1,1,1,1,1,1,2,2,2,1,1,2,5,6,2,6,1,2,7,1,1,4,1,7,1,1,6,1,14,1,2,3,2,3,1,1,3,1,1,3,2,2,1,5,2,6,1,5,2,1,2,2,2,7,6,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21 16:23:00,9/21/2019 16:38,0,87,919,0,9/28/2019 16:38,,,,,qr,EN,1,2,2,1,4,1,2,3,4,18.0,1,No,28,2,3,3,1,4,2,4,5,18,2,1,28,,5,5,1,5,5,5,1,4,5,5,2,7,7,7,7,7,6,6,6,5,6,7,7,6,7,5,6,6,3,1,1,3,1,1,1,2,2,2,1,1,2,4,3,4,3,4,2,7,1,1,4,1,6,1,2,3,1,14,5,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,5,7,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21 17:32:00,9/21/2019 17:37,0,43,313,0,9/28/2019 17:37,,,,,qr,EN,1,3,1,4,3,1,5,9,5,18.0,2,3,25,2,2,3,1,2,1,5,5,21,2,1,1.5,5,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28 17:02:00,9/28/2019 18:20,0,100,4664,1,9/28/2019 18:20,,,,,anonymous,EN,1,4,1,1,4,1,2,1,5,19.0,2,0,13,1,3,2,1,2,4,5,5,19,1,3,13,11,4,5,2,4,4,5,1,4,4,5,1,6,5,4,7,7,6,6,,5,7,6,6,2,6,6,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,5,5,5,5,6,5,6,5,,,,,,3,14,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,1,3,3,2,7,7,,,,,,,1,1,1,1,,,,,9,10,8,1,0,3,0,4,0,0,0,1,1,0,2,0,0,2,1,3,2,1,3,1,2,3,4,4,4,5,5,5,5,2,4,3,4,2,3,4,3,4,3,4,3,4,4,3,3,3,2,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,,,,1,,,,,,,,,1,,1
2019-09-29 08:50:00,9/29/2019 9:20,0,100,1795,1,9/29/2019 9:20,,,,,qr,EN,1,2,2,4,1,1,2,5,5,19.0,1,3,7 months,3,3,4,5,5,3,5,5,20,2,1,Less than a month,1 year,1,1,1,2,3,2,3,2,1,1,1,3,5,5,4,2,4,3,5,4,4,3,3,3,3,4,4,4,1,2,3,2,2,3,1,2,4,2,1,2,2,2,4,4,4,3,2,4,1,6,3,3,3,5,2,6,4,14,2,1,3,3,3,1,1,1,3,2,3,3,3,5,4,7,4,3,1,4,3,5,5,5,7,4,,,,,,,1,1,2,2,2,2,2,2,7,8,6,8,7,9,,6,,5,5,,6,7,3,,6,,,Friend,Mom,,,,,Friend,5,3,5,3,1,2,4,3,2,3,3,3,3,,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,,4,4,4,4,4,4,4,4,4,4,3,3,4,4,6,6,,,,,1,1,,,,,1,,,,1
2019-09-22 11:17:00,9/22/2019 11:24,0,43,416,0,9/29/2019 11:25,,,,,qr,EN,1,5,2,1,1,1,5,3,5,20.0,1,1,9,1,2,2,1,2,1,2,1,20,2,2,9,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29 14:12:00,9/29/2019 14:29,0,100,1020,1,9/29/2019 14:29,,,,,qr,EN,1,2,1,2,1,1,2,5,3,19.0,1,3,6 months ,1,1,5,3,4,4,4,4,19,2,1,6 months,2 months ,3,3,2,5,5,5,1,5,5,5,1,7,7,7,7,7,6,7,1,6,7,7,7,1,7,7,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,1,7,1,7,1,1,7,1,1,7,1,7,1,1,7,1,14,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,7,6,1,1,1,1,6,7,,,,,,,1,1,,,2,2,2,2,7,3,2,6,8,7,,2,,0,1,1,0,4,5,7,8,3,7,2,3,7,2,3,7,2,5,5,5,5,5,5,5,1,5,5,3,5,5,5,1,5,5,5,5,5,,1,5,5,3,5,5,5,1,5,5,5,,5,5,,5,5,3,,,1,,,,7,7,7,7,,,,,,,1,,,,,,,1,1
2019-09-22 15:46:00,9/22/2019 15:54,0,87,497,0,9/29/2019 15:54,,,,,qr,EN,1,3,2,1,1,1,3,3,3,19.0,1,0,24,2,2,1,1,1,1,3,3,19,2,1,24,,5,5,1,5,5,5,1,5,5,5,1,7,7,7,7,7,7,7,2,4,7,7,7,1,7,5,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,4,3,3,5,3,2,7,1,1,6,1,7,1,1,6,1,14,1,1,3,3,5,3,5,1,5,5,1,5,1,1,5,2,6,9,4,4,1,1,1,1,6,7,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-29 20:29:00,9/29/2019 20:53,0,100,1436,1,9/29/2019 20:53,,,,,anonymous,EN,1,5,1,1,"1,2",1,2,9,4,18.0,2,7,18,"1,3",1,1,1,2,2,4,5,18,1,1,6,10,4,2,2,5,5,4,1,2,3,3,4,6,6,7,5,5,6,6,6,6,6,6,6,3,5,6,6,5,3,1,1,4,1,1,1,2,2,2,1,1,2,2,5,5,6,6,5,6,1,5,5,4,5,2,2,2,1,14,1,3,1,3,1,1,3,1,2,2,1,2,3,1,3,4,2,1,3,1,1,3,3,2,6,5,,,,,,,1,1,1,1,,,,,4,4,2,2,3,4,0,0,0,5,5,4,0,0,2,0,0,3,4,1,1,2,3,2,1,3,4,4,4,5,2,5,5,1,4,5,4,5,4,4,3,3,5,4,2,5,5,1,5,5,4,5,3,4,3,3,5,,,,,,,,,,,,,,,7,6,7,6,,,,,,1,,,,,,,1,,1
2019-09-30 12:01:00,9/30/2019 12:26,0,100,1455,1,9/30/2019 12:26,,,,,anonymous,EN,1,4,2,1,1,1,5,5,5,21.0,2,0,34 months ,1,5,4,3,4,2,2,5,20,2,2,"34 months of officially dating, 8 months of casually seeing each other (noncommital)",12 months,5,4,2,3,3,2,4,2,5,5,4,5,5,6,2,5,5,3,5,3,6,2,1,1,4,1,2,5,4,1,1,3,1,1,3,4,4,4,1,1,4,6,2,7,3,6,6,5,2,7,4,3,6,5,1,6,4,14,1,1,1,1,1,1,1,2,2,2,1,2,1,1,3,3,2,1,5,2,2,2,2,2,7,9,,,,,,,1,1,1,1,,,,,6,9,9,8,8,7,,5,,10,10,1,5,,2,,10,2-Jan,9,7,9,3,2-Jan,9,2-Jan,3,5,5,4,5,1,5,5,1,3,5,1,4,5,5,3,4,5,5,1,5,5,2,2,5,1,4,5,5,3,4,5,,,,,,,,,,,,,,,7,7,7,7,,,,,,1,,,,1,,,,,1
2019-09-30 12:26:00,9/30/2019 12:40,0,100,847,1,9/30/2019 12:40,,,,,anonymous,EN,1,4,1,1,"1,2",1,5,7,6,20.0,1,1,34 months,1,3,1,1,1,1,5,3,21,1,2,"34 months in a committed relationship, 8 months seeing each other romantically/sexually irregularly and non-committed ",12,4,5,2,4,3,3,2,4,5,5,4,7,7,7,7,7,4,6,3,7,6,5,7,4,6,5,5,6,3,1,1,4,1,1,1,3,3,3,1,1,3,2,5,3,2,4,2,5,4,1,7,4,3,5,7,2,3,12,2,2,2,2,2,1,2,1,3,1,2,2,1,5,7,7,7,3,3,6,7,7,7,7,3,1,20,21,2,2,2,2,1,2,1,1,2,2,2,2,8,4,4,0,7,,7,10,3,8,7,3,8,,6,,7,1,4,2,4,2,1,4,2-Jan,3,3,3,4,4,3,2,2,3,3,4,3,3,2,3,4,2,4,4,1,4,4,3,2,4,4,3,3,4,4,4,5,,,,,,,,,,,,,,,2,2,3,3,,,,,1,,,,,,,1,,,1
2019-09-30 16:53:00,9/30/2019 17:13,0,100,1196,1,9/30/2019 17:13,,,,,qr,EN,1,5,2,1,1,1,2,4,4,18.0,1,2,8,2,3,1,3,4,3,4,4,18,2,2,8,,4,4,2,4,4,4,1,5,5,5,2,7,6,7,6,7,6,6,7,7,7,6,4,2,6,5,6,6,1,1,1,1,1,1,1,2,2,2,1,1,2,2,6,2,6,2,2,7,1,2,4,1,6,2,2,6,4,14,3,5,5,1,5,1,5,1,1,1,2,2,1,2,6,3,6,2,9,2,2,4,4,3,6,5,,,,,,,2,1,,,3,2,3,2,8,5,4,9,9,9,,10,,8,6,10,10,10,10,4,8,1,4,2,1,4,7,1,4,,5,5,4,5,2,5,3,3,2,5,2,5,5,5,3,5,5,5,3,4,5,3,2,3,2,5,4,3,4,4,3,,,,,,,,,,,,,,,4,4,4,4,,,,1,,,,,1,,,,,,1
2019-09-24 10:52:00,9/24/2019 10:56,0,43,251,0,10/1/2019 10:57,,,,,qr,EN,1,4,2,1,1,2,8,9,4,25.0,3,6,24,2,2,3,2,3,1,4,4,27,2,1,6,11,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-24 10:06:00,9/24/2019 18:57,0,43,31887,0,10/1/2019 18:58,,,,,anonymous,EN,1,4,1,1,1,1,5,7,4,20.0,1,0,24,2,1,2,1,3,1,1,1,20,1,1,24,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01 17:17:00,10/1/2019 20:45,0,100,12435,1,10/1/2019 20:45,,,,,anonymous,EN,1,3,2,1,2,1,2,4,5,20.0,3,9,24 months,2,2,2,3,3,4,2,2,23,2,2,11 months,36 months,3,5,2,4,2,5,3,3,5,5,4,3,5,3,7,6,5,7,1,3,6,6,1,1,2,3,5,,,1,1,1,2,1,3,2,2,2,1,1,2,1,1,3,6,1,3,4,5,5,5,3,6,1,1,7,4,14,2,1,1,2,5,1,3,1,1,3,1,2,1,1,4,3,6,2,7,4,2,5,6,5,2,6,,,,,,,1,1,1,1,,,,,4,9,6,4,9,9,,5,,8,6,10,5,10,7,4,10,4,3,7,2,1,4,7,4,1,3,4,2,3,3,2,2,2,1,4,5,4,5,5,2,2,4,5,2,5,3,3,1,4,5,4,5,5,4,5,4,,,,,,,,,,,,,,,3,5,6,5,,,1,,,,,,,,,,,1,1
2019-09-25 10:02:00,9/25/2019 10:09,0,43,444,0,10/2/2019 10:09,,,,,qr,EN,1,4,2,1,3,1,5,4,3,21.0,3,1,7,2,5,3,4,4,2,5,5,21,2,1,7,,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-02 10:22:00,10/2/2019 10:28,0,100,379,1,10/2/2019 10:28,,,,,qr,EN,1,4,1,1,4,1,6,1,4,21.0,2,6,30,1,3,3,4,4,3,4,4,21,1,1,3,2,1,1,2,4,2,3,4,1,2,4,2,3,3,4,3,3,2,4,6,4,6,4,3,4,4,3,5,5,3,2,3,3,1,1,3,2,1,4,1,2,3,3,5,5,3,2,6,6,7,5,5,2,3,5,7,2,2,10,3,5,2,1,2,5,2,2,1,2,3,1,3,3,1,4,4,4,4,4,4,5,7,6,4,5,,,,,,,2,2,3,2,,2,2,,3,8,6,5,5,8,3,6,6,9,7,5,7,6,8,5,3,1,,,,2,,,,3,4,3,1,3,,3,5,2,5,3,1,2,4,2,3,5,2,,3,,5,3,,3,5,3,2,4,3,1,4,,,,,,1,,,,,,,,,4,6,5,2,1,1,1,1,,1,1,,1,,1,1,,1,1
2019-10-02 10:19:00,10/2/2019 10:41,0,100,1293,1,10/2/2019 10:41,,,,,anonymous,ZH-S,1,4,1,7,4,1,5,9,3,20.0,1,0,20,1,4,2,1,4,2,4,3,20,1,1,48,48,4,3,2,4,4,3,1,4,2,5,3,6,6,5,6,6,3,2,4,5,6,6,6,6,6,6,6,6,1,4,1,4,1,1,4,2,3,2,1,1,2,2,5,7,2,6,2,6,7,3,3,2,6,2,5,5,1,14,2,2,1,2,2,2,1,2,1,2,2,1,2,4,2,2,7,2,2,6,4,5,5,4,4,3,,,,,,,1,1,1,1,,,,,,3,4,9,,10,10,9,,8,,8,9,,8,9,,3,1,7,2,1,3,1,2,3,2,2,3,3,5,1,1,3,3,2,3,3,5,2,2,3,4,3,5,2,1,2,2,2,2,3,5,2,5,2,2,,,,,,,,,,,,,,,3,4,6,3,,1,1,1,,,,,1,1,1,,,,1
2019-10-02 14:28:00,10/2/2019 15:04,0,100,2151,1,10/2/2019 15:04,,,,,anonymous,EN,1,2,2,4,2,1,5,8,4,21.0,4,4,3-4 months,1,3,3,2,4,2,5,5,21,2,3,3 months,3 months,1,3,2,4,4,4,3,3,2,2,1,5,5,6,3,4,5,5,3,5,5,5,4,5,5,5,4,4,1,1,1,1,1,1,1,1,3,2,1,1,2,2,5,3,6,3,5,6,6,6,6,4,4,3,2,5,4,8,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,6,5,5,4,1,1,1,1,1,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,1,2,7,1,2,7,4,5,5,5,3,4,2,2,4,5,5,5,3,5,4,5,5,5,3,4,3,2,5,5,5,5,3,5,4,5,5,,,,,,,,,,,,,,,7,7,7,7,1,1,1,1,1,,,1,1,1,1,1,,,1
2019-10-02 17:01:00,10/2/2019 17:18,0,100,975,1,10/2/2019 17:18,,,,,qr,EN,1,4,2,4,"1,2",1,2,4,5,18.0,2,2,28,2,5,2,5,5,3,5,5,18,2,1,1,2,4,4,1,4,5,5,1,5,5,5,1,7,7,6,7,7,7,5,1,1,7,7,7,1,7,6,7,7,1,1,1,1,1,1,1,2,2,2,1,1,2,1,7,1,7,1,1,7,4,4,2,2,7,2,2,1,1,14,2,2,1,2,2,1,2,1,1,1,2,2,1,4,5,3,7,6,4,4,4,3,2,6,6,5,,,,,,,1,1,,,2,2,2,2,5,2,2,9,1,1,1,6,0,6,1,5,2,1,3,1,3,Best friend ,Boyfriend ,Mom,Mom,Dad,Brother,Boyfriend ,Brother,Best friend ,4,4,4,3,3,3,2,3,3,3,5,3,3,3,4,2,2,3,3,3,3,3,3,3,5,3,3,3,4,4,2,,,,,,,,,,,,,,,1,5,1,3,,,,,,,1,,,,,,,1,1
2019-10-03 10:43:00,10/3/2019 11:20,0,100,2220,1,10/3/2019 11:20,,,,,qr,EN,1,2,2,4,2,1,2,8,2,18.0,1,1,26 months ,"1,3",2,2,4,3,2,5,5,24,2,1,26 months ,9 months,4,5,5,1,1,1,5,1,5,2,5,6,6,7,1,5,4,1,7,3,2,2,1,7,1,1,1,2,2,2,2,2,2,1,4,2,2,3,1,2,1,7,2,7,4,7,7,6,7,6,1,2,2,6,5,1,1,14,5,1,1,2,1,1,5,5,5,5,5,2,1,1,3,2,6,5,2,6,2,4,3,4,9,6,,,,,,,1,1,1,1,,,,,10,4,,10,6,10,,10,,10,,3,6,10,8,5,10,2,1,6,2,1,6,2,1,6,,,,5,3,3,3,3,2,3,2,5,2,5,2,4,3,5,3,5,3,3,2,3,3,4,4,5,5,4,3,,,,,,,,,,,,,,,6,6,6,6,,,,,,1,,,,,1,,,,1
2019-09-27 08:17:00,9/27/2019 8:31,0,43,847,0,10/4/2019 8:32,,,,,qr,EN,1,5,2,1,"1,2",1,2,8,4,18.0,0,2,15,1,4,4,4,4,1,1,1,18,2,4,15,48,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-04 09:32:00,10/4/2019 10:04,0,100,1902,1,10/4/2019 10:04,,,,,qr,EN,1,3,2,1,4,1,5,4,4,19.0,2,0,29,"1,2",3,3,2,2,2,2,4,19,2,3,29,58,5,4,3,3,2,3,2,3,4,4,4,5,3,4,6,6,4,6,5,5,5,5,7,2,5,6,6,6,1,1,1,1,2,1,2,3,2,3,1,1,1,4,3,5,3,6,7,6,4,5,4,3,5,3,2,6,4,12,2,1,1,3,1,1,1,2,1,2,1,2,2,2,9,5,9,1,9,5,3,4,9,9,2,3,2,2,2,3,2,3,1,1,1,1,,,,,5,2,3,7,,5,1,3,,0,5,4,5,3,5,2,,1,4,3,1,4,3,1,4,6,4,4,3,3,2,4,3,1,3,4,4,3,1,4,3,2,4,5,1,5,4,1,2,5,2,3,4,5,3,4,5,,,,,,,,,,,,,,,6,6,6,6,,,,,1,,,,1,,,,,,1
2019-10-06 19:32:00,10/6/2019 19:45,0,100,812,1,10/6/2019 19:45,,,,,anonymous,EN,1,6,1,1,1,1,2,9,5,18.0,1,4,12,1,2,5,3,3,3,3,5,17,1,1,12,4,5,2,3,2,3,2,1,3,5,2,5,3,3,2,6,3,4,7,6,5,3,5,7,5,6,7,6,5,2,3,2,2,2,1,4,2,1,2,1,2,2,5,3,5,5,5,5,5,5,7,1,3,3,6,1,6,4,14,2,3,2,1,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6,7,,,,,,,1,1,1,1,,,,,8,10,10,,,,,,,10,10,10,5,,2,,,3,1,7,1,2,3,1,2,3,3,5,2,3,1,4,4,2,2,4,4,4,2,4,4,2,2,5,1,5,5,2,4,4,5,4,3,4,3,4,4,,,,,,,,,,,,,,,5,6,6,6,,,,,,1,,,,,,,1,,1
2019-10-07 13:34:00,10/7/2019 13:59,0,100,1529,1,10/7/2019 13:59,,,,,qr,EN,1,5,2,1,1,1,2,3,2,19.0,5,14,20,1,3,1,1,3,1,5,1,24,2,1,8,2,1,5,2,1,1,1,4,1,2,4,5,1,5,4,1,1,1,1,6,2,5,2,6,6,2,5,2,3,2,2,1,3,3,2,2,1,1,4,2,3,1,6,3,6,5,5,7,2,7,6,4,2,2,6,6,2,2,14,2,2,3,2,3,2,1,1,1,3,2,2,1,4,6,6,7,5,2,1,5,5,4,5,6,5,,,,,,,1,2,1,2,2,1,2,1,10,6,7,10,10,3,,9,,10,10,10,10,1,6,5,10,1,3,4,1,3,4,1,3,4,3,3,3,1,4,2,1,5,1,1,5,2,1,1,5,1,1,5,3,5,5,3,3,5,3,3,5,3,3,4,4,,,,,,,,,,,,,,,4,5,3,3,,,,,,1,,,,1,,,,,1
2019-10-07 14:10:00,10/7/2019 14:37,0,100,1615,1,10/7/2019 14:37,,,,,qr,EN,1,6,2,4,2,1,2,8,3,18.0,1,4,3,2,1,2,3,3,4,5,5,18,2,1,3,5,2,3,1,3,2,4,4,3,3,3,3,3,5,3,5,3,4,5,3,5,3,3,5,5,5,5,4,5,2,1,2,1,2,1,1,2,2,2,1,1,2,5,4,5,5,3,5,2,7,5,4,2,5,3,3,4,1,12,2,2,2,2,2,1,2,1,2,1,2,2,1,7,6,7,7,6,2,7,6,6,6,7,2,1,8,8,2,3,2,2,2,1,1,1,2,2,2,2,9,8,9,6,,,10,10,,,8,9,10,,,3,10,Cousin,4,2,2,4,,Cousin,2,4,1,1,1,3,4,3,2,3,4,4,4,3,3,2,4,3,2,3,4,3,1,5,2,3,5,3,3,2,4,3,2,,,,,,,,,,,,,,,1,3,1,2,,,,,,1,,,,,1,,,,1
2019-10-07 15:05:00,10/7/2019 15:19,0,100,797,1,10/7/2019 15:19,,,,,qr,EN,1,3,2,4,1,1,2,8,4,19.0,2,0,24 months,2,1,2,1,3,1,4,4,19,1,1,12 months,36 months,5,5,1,4,4,4,1,5,5,5,2,7,7,7,7,7,7,6,1,6,7,6,7,1,7,6,6,7,1,1,1,3,1,1,1,2,1,3,1,1,2,2,7,5,6,1,3,7,1,2,1,1,6,1,6,1,3,14,2,1,3,2,2,1,1,1,1,1,2,2,1,2,5,3,2,2,2,6,5,7,7,7,4,6,,,,,,,2,2,2,2,1,1,1,1,7,6,4,9,8,4,4,6,,6,4,10,6,5,8,2,,4,1,3,4,1,3,1,4,3,5,4,4,5,1,5,4,2,5,5,2,5,4,5,2,3,3,5,2,5,2,2,3,5,3,4,5,5,4,3,3,,,,,,,,,,,,,,,5,3,3,6,,,,1,,,,,,,,,1,,1
2019-10-07 16:40:00,10/7/2019 17:17,0,100,2222,1,10/7/2019 17:17,,,,,qr,EN,1,2,2,1,4,5,6,2,4,25.0,1,1,12,7,3,2,3,3,2,3,3,,2,1,60,,5,4,2,3,2,2,3,4,5,5,2,3,5,7,7,6,6,6,3,2,3,5,7,4,6,3,2,6,1,1,2,1,1,1,1,1,1,3,1,1,4,5,5,6,5,5,5,7,1,1,1,1,6,1,1,5,1,14,2,1,1,2,2,2,2,2,2,1,3,3,1,7,6,6,7,5,7,6,7,6,6,6,5,1,,,,,,,1,1,,,,,,,6,6,3,4,4,4,3,8,2,0,0,6,9,1,1,1,1,7,3,4,4,7,3,4,7,3,4,3,3,2,2,3,3,2,5,5,3,3,2,3,3,2,2,5,2,5,3,2,3,3,3,2,4,3,3,3,2,,,,,,,,,,,,,,,3,3,4,3,1,,,,,,,,1,,,,,,1
